id	filename	md5	size	state
f2ea557a-bb8f-41e8-bd32-180314686d86	aa42dd76-efb1-4fb7-9922-cf54540844e7.FPKM-UQ.txt.gz	6a20f353b155c9f0038d450d18b3030e	515141	released
11aa2252-e9bf-404e-bbae-0f3ac428c071	f3763e9c-68bb-4e60-9370-e041428fd5b1.FPKM.txt.gz	4da0369cb21d35a614c84a110f1fabc1	528363	released
8392ccf7-ac4b-4264-9e80-860b77463e09	aa623193-428e-41b8-b051-2d9693d852f8.htseq.counts.gz	48cf02be38d465b5ce9587b07baa0af1	259222	released
70f60c0b-b581-4735-9535-69fd9ac480fd	39dd1c46-cf54-49eb-9737-b7709ff30434.mirbase21.mirnas.quantification.txt	296b23d649665d255840dbd78ac5932d	50169	released
73df749a-1614-40f0-abae-4915744ced3c	6fdbbe35-6392-4100-8f96-0e0d02257b73.htseq.counts.gz	288110499b266702916e79999cdc4e0c	254841	released
73ac5334-b388-4375-9c29-2a7422c40c0d	ea8498cf-e0d1-4c68-8459-36aeeca9dd53.FPKM-UQ.txt.gz	e6d6ae17f37f18afbfe5ce783775fe5e	522502	released
1c6cda88-a2f9-4cf4-89a2-5b2bceec41df	dfd9671e-62eb-41d1-9bf3-0f1cb5d52f03.FPKM.txt.gz	53970741cbdda964e4e5d389a9f9cd46	498530	released
50a55f2d-2edc-47eb-b6de-16d467b11d04	0cb461ea-1a40-4f29-97d8-9337a74bc6c7.htseq.counts.gz	5abcc4a52d6ae3d4f4babcc066fc32a2	254882	released
a6138554-a705-41fe-9c9a-53381e40ca3e	f641a19d-8497-4bc7-9df1-5228adfd5334.FPKM.txt.gz	87fbcbeb221e74dd03546f145d091d0a	522821	released
157bfdd2-aae6-4489-b0d6-ecf65aae8395	381e2cf8-6fd4-4561-a881-683bfed6b1f8.FPKM.txt.gz	94e3542b9e6be1cae76acd60dcfbc253	524275	released
f64febf3-9456-406a-bc40-26224f92b4c6	f98e4d45-12ea-4ebf-86b0-858de800a057.FPKM-UQ.txt.gz	49aa56b51684897831d8ad661c60e43b	534460	released
b5a7bfa2-1f78-49e7-9c19-2686a4821764	6e2570b0-fc95-4ba9-a8a5-b79f6dea0246.FPKM.txt.gz	2728887742330009adf957d06c8c1eb1	549994	released
a5e2a80f-a964-4861-8263-f56ec05482db	6999d309-8502-49ee-8d80-9d0bde00081f.FPKM.txt.gz	931dfceac889fbc90c0c3197aca5870e	516187	released
7394d7f8-1ebe-4f76-a21a-f61281e15176	b5800e72-e622-436c-9d60-85fd360877be.mirbase21.isoforms.quantification.txt	282b74f84fa1d443b41336ead80cf531	459266	released
9264d020-95d4-4fe4-b127-a6ff896c0f2f	f5a07ef3-d47e-4c6f-8ed4-13c0b03f7673.FPKM-UQ.txt.gz	39640892738be69f216facf41edf42a4	532341	released
502349d3-a630-49e0-ad8f-50ccfc6bbc1d	d51b0428-1d4d-45bc-bb61-e290845d6423.mirbase21.isoforms.quantification.txt	72011244944cf8273cc0c2b9959e1559	452378	released
78399ce9-6c27-40c8-ae92-1ea264834d4f	nationwidechildrens.org_clinical.TCGA-A2-A04V.xml	947c2a04a350a280205ea61f7a4c973a	103579	released
57bba7f0-872b-44b6-afae-5cefcd98cdda	9075b4ab-16ef-4cdd-bfe5-855d18b15e11.FPKM.txt.gz	eac9786869b271ba24634e885f6756b3	513187	released
59c647c4-8172-4365-a15e-e95ab2100ae6	e023c283-afcf-4334-b741-3dce8e98b0f6.htseq.counts.gz	20baf91b9f2c0ec17527e8708d0ac8e2	254434	released
0dbc758d-eabb-4695-8643-9c284671187a	9ae1330c-a197-416a-9d5f-3ca16b36ec90.FPKM-UQ.txt.gz	39b1b67b84c7caa36ad61f76c974ba54	500196	released
4954ec61-d9ee-437f-a4b7-870f11ceb71d	9107ffc9-f542-4fc2-b896-b6c71c5d3a80.mirbase21.mirnas.quantification.txt	9ea00de85b21b64c2d57946a883c6d5b	50125	released
b10e1f39-79f4-43f6-8352-4c2e95de228e	e26986e3-ca2b-4514-afe4-11f54ad8dc64.mirbase21.mirnas.quantification.txt	039ea6b5010251fdd56afcb62429f67a	50070	released
5395a29c-2349-44c1-bd68-b3989d4799b2	3c631c4d-ec26-4f29-abcb-bed2221f3da5.htseq.counts.gz	fdf7bde07cce393de2da8a12f0d8ea3b	255883	released
acbdce79-69e8-4e23-ab41-964c1fe9baff	nationwidechildrens.org_clinical.TCGA-E9-A3X8.xml	efddec3763743f5b49fba4d64033ba1d	93530	released
02865683-19cc-4600-be9b-555c34c20db3	nationwidechildrens.org_clinical.TCGA-D8-A140.xml	756a90685084388edda6f53239f65e97	57729	released
606761ee-46e2-4bb2-9391-fe6f1381ad3c	6e8f0a02-51cf-42ac-8042-8b143d7ab7e1.mirbase21.isoforms.quantification.txt	e1f38c3a32dbce93846da9d0e325f251	424131	released
8bd0e259-f50c-41f2-b12d-9c683ec38ab1	4e2d8faa-1d4a-41d6-ad45-a8206cfd9c90.htseq.counts.gz	41011abb0864eacb4ba619d7200607fc	253500	released
e2a378b8-6459-48c6-930c-879ce2f56424	d68be4db-0969-44e0-b0cc-1a0d7185c37a.mirbase21.isoforms.quantification.txt	23066d27a0ff952e7cb29b8c23d81051	394192	released
e955427b-ab30-4634-b168-e46461dda626	10372e34-aeb4-4e7a-a7ca-71fb7c585d5d.mirbase21.mirnas.quantification.txt	556f514e0f249a4b10c889f9d1bb5f05	50228	released
99a16f47-f03b-4693-ac8d-a4653acf34d7	ef715b4a-c879-4528-856c-7a70e29b5819.mirbase21.mirnas.quantification.txt	3494d68664e0df72a6c6b48a1197a302	50339	released
3e2e5cf3-c97f-4639-9a30-c1a98291c66d	nationwidechildrens.org_clinical.TCGA-A8-A08J.xml	1c0911529a4d5e17504088b3be555fa3	50462	released
421c1a06-f3ef-474c-9128-370e90c7f9e8	nationwidechildrens.org_clinical.TCGA-D8-A1JG.xml	bfe0b90d41f3919e213d5b6e9dcb106c	91983	released
910f3ef6-b7f7-484f-9939-b569d5f8f3d8	6fdbbe35-6392-4100-8f96-0e0d02257b73.FPKM.txt.gz	4cb43b2cc927da0a272ca8fae2eb7470	518599	released
7742d60c-321c-4618-b076-a386607f3715	03895e36-d4e0-4849-a0f1-26550373338d.FPKM.txt.gz	960dfb39085afce0e8ac49bccb1781bf	526258	released
66eafbbc-bec4-41b0-8581-f062cab7c2e0	nationwidechildrens.org_omf.TCGA-W8-A86G.xml	d0fc2375a53f8805760a7cfb69927435	11150	released
b91d66a1-c76f-4256-9eaf-411146e5c9df	5c214971-a5be-4a9c-96d3-0387d2e7bff9.mirbase21.mirnas.quantification.txt	846c23df97652a1d447f2787722e3f30	50274	released
0767ce65-90d9-430d-9a7f-842a9a262de0	462312a9-821f-4049-9712-b937358a60ce.htseq.counts.gz	6c10b3b4a65cbb0709b4c9ba06599049	254107	released
e7a574b7-fe8b-4428-b31f-bd20b00d5495	nationwidechildrens.org_omf.TCGA-A7-A5ZX.xml	1dac024ab65a42069deeec0e993ae5ec	11419	released
76fc91d7-67a3-417e-b73d-8f0880800339	nationwidechildrens.org_clinical.TCGA-A2-A3KC.xml	d7730b0154b341234097c265ff270de0	101737	released
e24de953-c7cc-4536-b3d4-56fc6931278e	nationwidechildrens.org_clinical.TCGA-AR-A24Q.xml	fe20a91c63a212f9c8de6c9f041ee981	148163	released
5a8a653a-7555-4ac9-a907-28f7f7286a1b	nationwidechildrens.org_clinical.TCGA-BH-A0E1.xml	40f598585c7334274eb76b8435b26902	91198	released
e0d609ea-5d7c-493f-8049-02e5c6e22ff9	9cc0c202-2c59-4b3b-98d4-b79f61906879.FPKM-UQ.txt.gz	17fefb77e3670d033a0b401080691b54	538806	released
52ed290d-a590-473d-8267-2a2de81b2d3f	260b3010-3d3c-47ec-8725-39f7b64d29e5.mirbase21.mirnas.quantification.txt	88e6a2360cf0db8c6f42f3d5b59fc414	50165	released
aa4a76f9-6a17-453c-b3c7-3693f007cbf3	54feb6b1-f384-40f5-a680-d0b1764d4d2d.FPKM.txt.gz	7b01067d5588ef48745c0953045fed79	520204	released
876cff8e-84b0-4a15-a4eb-8620c8c732f6	nationwidechildrens.org_clinical.TCGA-AN-A0XN.xml	77b2fd99aa05f85756282b673e5d3aff	50912	released
b89fb83b-66a1-470f-b038-9e56f8e1a046	ee7de819-1be1-4028-8e15-7da042502687.htseq.counts.gz	66af2b206ade426a7aa500ff635a8bcd	258241	released
d77a071f-6cb8-4432-8572-c2f3200b952d	26bfd2ed-0d81-48ae-afd5-cf61b249bc14.FPKM.txt.gz	a72d4a417be3824aca78a2e5a56dec4d	508354	released
e1f19c60-b9ca-4345-a8dc-a92572ccd4c9	94bedc10-62c2-4bd2-bad9-0ec08c9bf5e9.FPKM.txt.gz	b1fd59a30807a020e27426d2c021764f	528727	released
a22046ae-aac0-48a6-92c8-ead812bd7712	d998e259-4ea6-428d-8c47-4bc4656dbaa7.FPKM-UQ.txt.gz	250d3a80464ac1af3a2e560dce56517d	530427	released
ff8117d3-237d-4e08-9633-f8f425381cd5	nationwidechildrens.org_clinical.TCGA-E9-A22D.xml	9b9f0bb6a5f560e45cc8972f3f9ea2eb	90222	released
a416945e-cd2d-43f6-aeff-d35cb66684df	fd524c01-0ff9-4f64-be1c-ecf182564ea6.mirbase21.mirnas.quantification.txt	8080b3961103263fc19d3ba4cb1ab730	50177	released
163df87a-766e-4781-905f-4dce8589f4b0	94542316-ec50-4530-b539-125b7a38670b.mirbase21.mirnas.quantification.txt	154fc6dc45d1bae77a5706d193ee8cd6	50222	released
8fbdc36c-a63f-42f7-b8c9-5257cccb5047	nationwidechildrens.org_clinical.TCGA-A1-A0SO.xml	b99be60212afba762e45315c6c16ecd1	47780	released
2d2385b4-28ee-48db-a336-058c5edc218f	bdc7d527-3905-4905-b245-b282883ea3a6.htseq.counts.gz	c178e6e171ec5557edba153c05bd010f	256667	released
e88e5d64-04c7-4bcb-913f-fd114c63fac9	nationwidechildrens.org_clinical.TCGA-E2-A1LI.xml	ed77853822f30876bc7cd38c7e6126ff	68523	released
1e3fc77b-4c6a-4406-a808-7d35d56cf1a1	nationwidechildrens.org_omf.TCGA-BH-A0DO.xml	1f5ddbe0254214454ecff621bf43d7bd	11301	released
1d13c73b-c988-4c17-812c-3bf481348df1	1ff9e4f4-089a-4364-9ec9-c5ecc6b8c4f6.htseq.counts.gz	052542c9e340e092b9348e3346f03a5e	256603	released
fe89076f-4f25-4ad7-8ef2-ab0c4a4cdcb0	nationwidechildrens.org_clinical.TCGA-A8-A076.xml	25e439cd1e38c0d0d09660088700a0f9	56408	released
fc694e52-9335-488f-834d-1a9e178002ec	11e64dba-16d5-4a05-ae1c-de5f2cd73b96.mirbase21.mirnas.quantification.txt	10f3527dd28f55626ec52dfbf2d55229	50083	released
32ff33ff-852b-44dc-aa26-4ac0e5492520	9838a921-f1fc-434a-abe3-d396e32c32b5.FPKM.txt.gz	1decbdccb5f03675f26b7477e35b0330	501431	released
f424bcaa-7212-4abc-8110-cff56b85c85a	17734bbe-d8b7-43d8-abe1-9fad8468c264.mirbase21.isoforms.quantification.txt	4b9855cadbeae5c9f32d68f29d9050c6	346434	released
ff096cc5-8175-4ec0-be1f-5036e7bd7cce	13fb132a-d9af-4917-9e7d-a4d25fb08e9e.mirbase21.isoforms.quantification.txt	4fae0ddef33b42a31dfaf5af59a176e5	395525	released
594d19e5-6c36-402e-bbe9-d9e08db9f6c9	95ffbe8d-1a65-48ca-a3f4-ce05a5fd5201.FPKM-UQ.txt.gz	e993c9f60d6e886835d5d5b0e33ddcdb	526815	released
7bbe3fa9-ae1d-47ed-8a8d-92a6c24c8d73	nationwidechildrens.org_clinical.TCGA-D8-A1XY.xml	e9ba217f073afd9fdf9cccd7a0d387ba	57283	released
ab87df89-bfe4-459e-a59d-cc24963338ae	nationwidechildrens.org_clinical.TCGA-AC-A4ZE.xml	a908420d00aba75d0da80775e6ff856f	60430	released
7fc4859d-6045-4eef-9688-4ecdb7e5eede	addaf3a8-26ce-45e8-b8b1-885f22e567a7.mirbase21.mirnas.quantification.txt	8153bbbd8492619daf8a26f51e0d654f	50272	released
c5324bf8-c14a-4059-8213-9e606cafa006	d827a931-364f-4e8f-8a50-d600f619be5f.FPKM-UQ.txt.gz	f7b3d7cfcd97089579a4ae79c6009e6f	529342	released
4725754f-205f-49af-9a77-1ee49e5779cd	bf78430f-6c70-4e76-ade6-a434e0770d5f.FPKM.txt.gz	b1b7d708df47bd9a819ca4cbc3ebf5d2	526656	released
42f7963e-68e5-408d-874a-13dcb6228b5a	a19d9498-5d19-4aef-9db9-d62deef77142.FPKM.txt.gz	1c7cfb452c604b6c4168244fa87c7cee	512907	released
4d4a4e2f-36ee-4869-be53-843d72c246fd	cd381c51-7263-473e-a009-09587f0927a5.mirbase21.isoforms.quantification.txt	b7a834f6e836f09896d500f095e2f3a9	358492	released
e094828e-082a-4da2-9a66-f1172af28288	nationwidechildrens.org_omf.TCGA-D8-A146.xml	62f72160edaa2b381f0742a2c0050152	11485	released
00a5e81c-cd67-483f-9d99-3c733b2ead38	nationwidechildrens.org_clinical.TCGA-D8-A1JM.xml	202ce16353db30a7db21a36577da253a	72392	released
d779e637-1e05-4f9d-9682-a3393dc35413	nationwidechildrens.org_clinical.TCGA-C8-A12W.xml	66034c76f02624b09c44782d1eeb74ea	50861	released
0988a856-5fbb-4890-86bc-56b62a530ff0	5c50c128-f5df-4000-9e2b-3c261c02535f.FPKM.txt.gz	3011116a79a7d1fa8cf0373d532cca75	475148	released
e66bc6e0-bd70-426b-8ec2-452dccd91114	bc1018a6-62f3-4386-a545-9fa8a31a2e96.mirbase21.isoforms.quantification.txt	8fdb7c9c2b8b1d51de426b2f4746d3eb	254129	released
a701c037-dd24-489c-acda-0db9c6232006	5762891c-adc4-4d52-9927-2af194da03e1.htseq.counts.gz	0fde8b44c27ef9ac8f0993bdeb79edbd	254093	released
76effecc-ab2b-415b-a1f9-52419c41baf9	68b33830-8794-4fea-88f5-f1394b3d3e3e.mirbase21.mirnas.quantification.txt	99000ba1847a0590a380cad71316e32e	50020	released
9711f9ba-0f6c-446a-9097-f514fa6441d6	4a010aac-f287-4fa7-9d3b-8af64c5d23e4.mirbase21.isoforms.quantification.txt	b439b6269ec7e2f39a0f58a759b54763	353848	released
90c7c999-2bc1-441d-bba5-fa5bcfe0aab4	cc50f15c-1da3-4fb9-83a2-a89057c96bf8.htseq.counts.gz	2705f5b43a23ad9498c24610d3e15296	251835	released
7dc3ecd6-789b-472f-981f-d9fa4b314451	nationwidechildrens.org_clinical.TCGA-AO-A0J3.xml	128ad53b51bc295d112e2c50272299a8	120447	released
9fa4616a-b31c-4513-9acd-2903118bfd1e	d4924657-2b67-4083-8190-bd4c15534066.FPKM-UQ.txt.gz	3f652686d0c2d6aec9fd281d8c6332ce	519219	released
6d50cce8-ff83-417a-a335-143429e12511	0094a627-a55f-48dc-bbc3-ea66035e514a.htseq.counts.gz	8229b2df78a37f4533552450547b2b18	254610	released
1c152051-b55a-4f20-83af-1b8a32876da6	8e884e57-d4c4-4b44-a7a3-76bc9694388f.FPKM.txt.gz	a16620333f0b053143445640573ebf6b	528673	released
25e71ef2-e0bb-4d98-aefd-90960f95336c	ca75ae4d-3d90-46d7-9544-fd71dd6c87b2.htseq.counts.gz	681ea9a5d59de4edf1af0bec9b6e12e5	250101	released
a0ed93fd-8d08-4f1e-a54e-4bbc3d5ccb0e	087227b4-113f-4319-964c-ff20c789038f.htseq.counts.gz	736d4cb32a1c72ef9b62b9a72f9334d9	258565	released
a89d1fb3-1783-4038-8e58-dbcbc01419b8	a720c6bf-6365-4e4b-8761-f5e1097fa711.FPKM.txt.gz	a793450393b9a4391756e634932c6e08	515247	released
c99a1727-8486-49cc-82bc-08efa5951b99	42ae5909-0de6-4da3-a34c-ad0dd5832c32.mirbase21.isoforms.quantification.txt	30ad93b5837effa88b47b97c75a7e090	434785	released
94fde93b-3509-4f2d-b730-5bbacffd0372	nationwidechildrens.org_clinical.TCGA-AN-A0AS.xml	20c41727e0f860bfd4eb6b9daccc507b	50996	released
9a4939e9-a660-4413-a63b-ba568786d442	nationwidechildrens.org_clinical.TCGA-C8-A8HR.xml	47f5fe248d76487ef67daeae8ad34caf	77660	released
88555bd3-4b0c-4810-a8e4-25da8f4e9acd	nationwidechildrens.org_clinical.TCGA-E2-A15I.xml	c3cbc54b89e5bd68a4b68da817a2a4f2	71982	released
51c4a595-ad63-4ee2-9d5c-1ab9d398e88f	af067056-d0d8-4843-97e2-3157c7ea8ce2.mirbase21.mirnas.quantification.txt	2c2a0101fae4d4f7ff749a5c077a2f90	50172	released
db762cb9-300a-4c88-a22f-f24912738bf2	nationwidechildrens.org_clinical.TCGA-BH-A0HX.xml	6220ee688cf4d7f3dc68ad623fd16fe6	91767	released
821282b5-ee24-45f5-a29c-fe207c4686c8	51f23908-2796-4c07-82a8-21b8a717f84e.FPKM.txt.gz	b4314fdd3897bc75b5cac47ca5719e08	531087	released
e449564d-bb15-4bc2-ab01-36a40172a710	cf52b0c5-b1b7-4f0a-b5a1-f1924b39046f.FPKM-UQ.txt.gz	d850047ed0050d79c1f1f4320eeb4112	536518	released
5e25041c-65e7-4f63-9543-164fd9dd2dc6	570c1d15-5cd3-404c-afdd-b98bd92735f7.mirbase21.isoforms.quantification.txt	cb30de9f4436f1b7864ad5d3b31723c4	465348	released
5a846035-824d-4fe1-a5dc-80554ae642b3	0404b823-fd3c-47dd-9861-0f9f01a02d2e.htseq.counts.gz	417eb8445e17254d0585a3e8df33fa98	259731	released
510acab1-4d9a-4c18-872c-3168977ed83d	2cf65487-9fb6-4e58-92b8-378c61d14c97.FPKM-UQ.txt.gz	f0141f1c9890685338acdf14a5c0194b	520714	released
57f570ac-1320-480e-a7b0-fffd2e882513	nationwidechildrens.org_clinical.TCGA-A2-A0SX.xml	90bc1a06962e542b21411b78c7e17d0f	106287	released
24db4240-051b-4c72-9152-7ba3a023987a	e7d40080-17f9-4d2c-a5dd-33ac2fb61f31.FPKM.txt.gz	e82c92cf27aa538effbe3b5978080407	516388	released
92855612-674b-4a51-84fb-f8641c7921c2	98921931-2f32-470d-97ae-824716d1c034.htseq.counts.gz	cec1e289b42b6cf574fbd84aa6c5344a	251645	released
f9099347-6224-4cf5-b3f0-f0c641300959	fe6c451e-0747-4a02-9d35-59d0a9f4a468.htseq.counts.gz	661808ca6ccd077ede3c0a1d1937bee6	257648	released
f12c4c5e-2725-4313-95e0-a52548dd5231	nationwidechildrens.org_clinical.TCGA-AR-A2LM.xml	f9fdb2b6e524a3a7880c1c7f5053a21c	88354	released
da138240-2d74-4943-b21d-691a9a961825	nationwidechildrens.org_clinical.TCGA-Z7-A8R6.xml	94f29c42eb704dbe9502532a262f96ca	78224	released
72cfe9cb-a60b-48d6-bb38-7444883e44a2	5958e543-9a75-4144-9f93-9daa1cc14190.FPKM-UQ.txt.gz	e855a82e5d74abb0321da12f433935af	536058	released
6b114284-88ec-4bf9-ace4-2f20375cfc12	23393a6a-bfbc-4dec-9ab5-e78a487a095f.htseq.counts.gz	c95df0b22df39b8f7e5b3b72967e94cc	261274	released
c118b9c9-9a9e-43dc-bdf6-cce1d9f8ff74	9ce4048c-b607-4677-b874-647e9c29785d.htseq.counts.gz	42db22564efb9e871d2e235d94309a67	256231	released
2a86ab10-4cd3-47d3-8f09-f92165a6da71	919c05b9-7b6e-4a0e-9cbb-e25ef27984c7.mirbase21.isoforms.quantification.txt	76641acae697c4ab505702f6a9cbf98c	227043	released
50c0b143-29b8-4060-a63e-d263ae52b029	b24011b0-a62f-4c6e-b4e7-273289c796cf.mirbase21.isoforms.quantification.txt	f8458cf20c8d4efa89803f4a8434f826	223894	released
8a26fd68-edab-4400-85f3-fac764743472	9fcbac31-7474-4a69-9939-f2b083d7c29c.mirbase21.isoforms.quantification.txt	42f91b8b2396b423e2b81f7292155f9a	283324	released
32b38a05-43bb-4211-89a6-0de0be0843d9	020fd3f7-63fb-4995-b96d-6c18bf292e14.FPKM-UQ.txt.gz	a0489249f25a8769d7e29465ee0c4aa7	526859	released
ce412daa-a619-4c92-9b79-a8f91e4fb7ca	eeff4d01-f161-423f-9d6d-d2d31cc69047.htseq.counts.gz	659357365c5f9847e6d9b5ff68285072	255854	released
2aa27014-dedc-4dd5-9f0d-5906d7925391	977455de-d39f-42f0-9ab3-4e2741704c1b.mirbase21.mirnas.quantification.txt	bee150221759ccd504128858fa52c545	50080	released
f3e42898-08fc-4053-98f2-d9cace289c85	5c33a72f-70aa-477a-a60f-3d775e513e93.mirbase21.isoforms.quantification.txt	23a6e8b5ad836285bc02c180af038018	240420	released
c762ba83-dc47-4df1-bd78-66fd20f05635	5331e896-ccc1-496b-9e13-14e11fe7a535.mirbase21.isoforms.quantification.txt	6f805c77735f83899f6f65311fdd2949	403208	released
8eb51180-16da-4fd3-9054-92d6f9f88da1	60121ce1-f24b-4eff-8bce-5d3378c72207.mirbase21.isoforms.quantification.txt	39f3b996072977bf87c7daae1fdf6b43	228719	released
fd0eefd3-e66f-49d0-afdd-dd350f583dd0	df706741-6d56-4953-8d15-ef916d73848a.FPKM-UQ.txt.gz	2134c0e4fe721ae4f6e1a15d1723c234	485097	released
9b2e14fd-f29a-466b-8616-4d065ce5b493	d8fea32d-3ef0-4d7b-8b3e-7619ec2ad987.FPKM-UQ.txt.gz	1defa394204bae88a7cb1d88df7e9927	497012	released
a3b23609-e709-4d7f-8548-5c69679d4bc6	nationwidechildrens.org_clinical.TCGA-AC-A8OR.xml	3e2d6e191318f75c5600f8c62e4317c9	46293	released
e4547f9f-3460-4766-840d-6422ca131951	6cef5fb7-2c60-4ece-87e8-4acff9374fb2.htseq.counts.gz	e521170a5e9787822f8e54da2d6433be	255952	released
e1cb423c-a7bc-44d8-b460-cf2cda56af90	nationwidechildrens.org_omf.TCGA-GM-A2DD.xml	40f26696f0b957570f0ca3cd9ded4e2b	12134	released
069ed9fe-e992-43e8-993f-05bb474ace15	ebe3c0b7-f9a5-4dc8-aa93-fe69e3a766f6.mirbase21.mirnas.quantification.txt	d0ce1562d07df2ff1d4d4551add17056	50168	released
33c20398-3b78-4629-b413-2f07ec00ec87	nationwidechildrens.org_clinical.TCGA-GM-A2DI.xml	50eec0e06c1cb9947700cc15400d40be	74806	released
827ccdc5-3050-4755-9a54-b4797d9233fe	nationwidechildrens.org_clinical.TCGA-AO-A1KR.xml	bdb83f9950fd5b68b892ebb86a0e20e9	70032	released
1bb15d67-0bcb-4d29-b186-2d57a0247f64	604e05f9-bfcc-49e1-8d4d-21b046d59666.mirbase21.mirnas.quantification.txt	9193d655d6a0d0d561ef87035b2c17a0	50297	released
6ccc9d9d-ffea-4ad8-b292-61ad554ce7d3	6360d281-1d89-43a0-aaea-46a46533ae38.FPKM.txt.gz	e0efcf531bfa43b78b80bd79617b9e4d	510748	released
97fdb46a-d7d3-4179-afcb-97a79882763b	103f15cb-936b-4859-a8d5-5cda17ffabcb.FPKM-UQ.txt.gz	ab9c18b3baf135fb6faa47e8b3eca729	542741	released
f807e5d8-c4a1-4b28-9801-cef7cd5f3afa	56b1cfde-d0f9-472f-bb70-f1fd1f6fa7a4.htseq.counts.gz	d888db8ef2e23cf1fde3374f111f6673	256573	released
0821624f-7175-40ae-894f-3c68376b5788	ab7fec4a-ad1f-4a2a-806b-fa5bd85a5e3a.mirbase21.mirnas.quantification.txt	61fe665aa3f494e2ef064d6687fb0d34	50324	released
