cases.0.samples.0.portions.0.analytes.0.aliquots.0.aliquot_id	data_type	cases.0.samples.0.tissue_type	file_name	cases.0.project.project_id	file_id	analysis.workflow_type	cases.0.submitter_id	cases.0.samples.0.tumor_descriptor	id	cases.0.samples.0.portions.0.analytes.0.aliquots.0.submitter_id	cases.0.samples.0.sample_type	cases.0.samples.0.submitter_id	cases.0.samples.0.sample_id	data_category	cases.0.case_id
c0c2059a-2931-4834-84a7-bfacf137c182	Gene Expression Quantification		913970e0-54a5-44b3-a93d-a3d8218fb006.FPKM-UQ.txt.gz	TCGA-BRCA	9f4ee50a-b368-4adb-ad78-487d1bdfeb6c	HTSeq - FPKM-UQ	TCGA-E2-A1LH		9f4ee50a-b368-4adb-ad78-487d1bdfeb6c	TCGA-E2-A1LH-11A-22R-A14D-07	Solid Tissue Normal	TCGA-E2-A1LH-11A	d78f95cd-3823-42ba-9c08-b5a70e41fd63	Transcriptome Profiling	d8ecba6a-9fff-4993-a799-9a8d2aea524e
f4c01ab0-9c75-47ee-bcc7-6aff53f2d1e0	Isoform Expression Quantification		d88e2c26-c9c8-42e0-af86-d4b33ce46542.mirbase21.isoforms.quantification.txt	TCGA-BRCA	15def6c7-753c-4148-a497-ea6407950eb4	BCGSC miRNA Profiling	TCGA-BH-A1EW		15def6c7-753c-4148-a497-ea6407950eb4	TCGA-BH-A1EW-01A-11R-A136-13	Primary Tumor	TCGA-BH-A1EW-01A	50463a25-4292-4bc7-926a-341493e68242	Transcriptome Profiling	9d166970-07c8-4ca3-9cfa-ed0049df9ecc
31757dda-12d6-4f35-87f1-d00464f2815b	Gene Expression Quantification		aaec9256-9b45-4208-8eed-29e590c34c09.FPKM-UQ.txt.gz	TCGA-BRCA	a092b508-b347-4ed1-a443-d547d9b62162	HTSeq - FPKM-UQ	TCGA-A8-A09G		a092b508-b347-4ed1-a443-d547d9b62162	TCGA-A8-A09G-01A-21R-A00Z-07	Primary Tumor	TCGA-A8-A09G-01A	084b2d8f-96a8-41f1-844d-20004cd665e7	Transcriptome Profiling	3927f736-3b5c-48c8-9d9e-83669ec44770
79a14838-69d2-4c73-83a7-b57ff6ecdd79	Gene Expression Quantification		3067f41a-e3f1-47f5-9545-56d54fa75b98.FPKM.txt.gz	TCGA-BRCA	73bdeb34-4967-452c-8fe8-f49019573691	HTSeq - FPKM	TCGA-AC-A3HN		73bdeb34-4967-452c-8fe8-f49019573691	TCGA-AC-A3HN-01A-11R-A213-07	Primary Tumor	TCGA-AC-A3HN-01A	96e71b7b-d32b-48bc-858d-20f7c8b7812d	Transcriptome Profiling	e37ae674-a107-4eb3-94d8-b86b0035a9f7
f4fcb7e1-20b8-4b66-86a2-1be81b06785e	Gene Expression Quantification		63b48baa-7826-4b1e-ae67-7cdbd36a4e92.FPKM.txt.gz	TCGA-BRCA	e3381c34-884f-423e-83fa-e48fbe68d2df	HTSeq - FPKM	TCGA-A8-A09R		e3381c34-884f-423e-83fa-e48fbe68d2df	TCGA-A8-A09R-01A-11R-A00Z-07	Primary Tumor	TCGA-A8-A09R-01A	3ed5e5ce-12c3-4d15-9414-0b76f874e43c	Transcriptome Profiling	cb0a2055-2168-4454-8755-47dd613db36f
fc8cb6a7-c7ed-4037-8fb9-7530cdebc705	Gene Expression Quantification		0786b089-8ed6-452e-b160-145e495f6862.FPKM-UQ.txt.gz	TCGA-BRCA	48962e15-d297-4612-b69e-75383e690f21	HTSeq - FPKM-UQ	TCGA-OL-A66J		48962e15-d297-4612-b69e-75383e690f21	TCGA-OL-A66J-01A-11R-A29R-07	Primary Tumor	TCGA-OL-A66J-01A	1889a2af-ae25-41ec-8a6d-0ec5c5b852cb	Transcriptome Profiling	96e1fc6d-693f-4f4f-b5f7-8d6e1c6c43f8
00a3c8f4-bd75-4aa8-abb7-21005b1a5ad8	Gene Expression Quantification		1f853089-c40d-4bee-9833-837f327b275a.FPKM-UQ.txt.gz	TCGA-BRCA	f371b7cc-d6bb-47cd-806d-1b2a469aeb54	HTSeq - FPKM-UQ	TCGA-D8-A1JH		f371b7cc-d6bb-47cd-806d-1b2a469aeb54	TCGA-D8-A1JH-01A-11R-A13Q-07	Primary Tumor	TCGA-D8-A1JH-01A	8d84c9f4-6f19-42a6-9f55-8b4ccafc6117	Transcriptome Profiling	4d1bf9e6-5837-4aed-b568-92f014ed5a4b
61c8278b-4c06-4563-b1ac-97cceec76ca4	Gene Expression Quantification		49c4c177-b1d5-42e3-acaa-bfa4f6982437.FPKM-UQ.txt.gz	TCGA-BRCA	3c429798-7dad-44d0-b8f5-d50babdb39a7	HTSeq - FPKM-UQ	TCGA-BH-A0DG		3c429798-7dad-44d0-b8f5-d50babdb39a7	TCGA-BH-A0DG-11A-43R-A12P-07	Solid Tissue Normal	TCGA-BH-A0DG-11A	a3d00f8e-39c2-4e35-bc2f-df9184b35670	Transcriptome Profiling	0bc5744c-5fa3-45bb-87d0-70a02068b392
c2db17b1-c288-4f73-8e22-22929d846678	Gene Expression Quantification		0d38dab7-b983-4829-9a5b-d79f0fee6f26.FPKM.txt.gz	TCGA-BRCA	520d56e9-ae48-4264-8aa0-f6c94626c367	HTSeq - FPKM	TCGA-BH-A1FR		520d56e9-ae48-4264-8aa0-f6c94626c367	TCGA-BH-A1FR-11B-42R-A13Q-07	Solid Tissue Normal	TCGA-BH-A1FR-11B	0729326e-9b85-44f5-8134-28cb10805bf4	Transcriptome Profiling	bf3b1481-ae31-4406-b084-b6cc1d7163e3
718c3d2a-517e-4e32-a96b-ef17848d56d8	Gene Expression Quantification		7f2c3de9-a1b9-413a-821c-02dbcad4ea0b.FPKM-UQ.txt.gz	TCGA-BRCA	2c0a614c-b4a5-4976-b7c6-39446592ddc2	HTSeq - FPKM-UQ	TCGA-GM-A3XG		2c0a614c-b4a5-4976-b7c6-39446592ddc2	TCGA-GM-A3XG-01A-31R-A24H-07	Primary Tumor	TCGA-GM-A3XG-01A	a172db3e-b6d5-4153-adec-9e772d6c1971	Transcriptome Profiling	6f0fd68f-ed6a-4c9e-be02-c97ba4950f76
8a224dc6-632b-418b-bd5e-bcefc8ad049e	Gene Expression Quantification		720b9121-0bc4-4ff8-8a36-f146fea4da3c.FPKM.txt.gz	TCGA-BRCA	8225ae02-3c0b-4039-9c58-755b8e22090a	HTSeq - FPKM	TCGA-A2-A3KD		8225ae02-3c0b-4039-9c58-755b8e22090a	TCGA-A2-A3KD-01A-12R-A213-07	Primary Tumor	TCGA-A2-A3KD-01A	401d075c-d443-4592-8c03-e675caad2b50	Transcriptome Profiling	bb026999-0aab-4232-96d7-2c93b6c9691d
a541863b-22ee-4b0d-9ccd-903e6f16c9a4	miRNA Expression Quantification		7eb0cbce-dc22-4121-ad0d-f453eba9ccac.mirbase21.mirnas.quantification.txt	TCGA-BRCA	932d5b31-2764-4610-88d7-df64e11eaf08	BCGSC miRNA Profiling	TCGA-E2-A10E		932d5b31-2764-4610-88d7-df64e11eaf08	TCGA-E2-A10E-01A-21R-A10I-13	Primary Tumor	TCGA-E2-A10E-01A	30ce2884-2ce3-4d6a-b758-17a554d6238c	Transcriptome Profiling	dc15a8ae-991e-421c-bc70-70e94f79dd17
d4026b20-3aa6-48e9-8f05-62c2fa364002	Isoform Expression Quantification		15ca083c-96a2-4a0e-a6ad-5ad34db5baff.mirbase21.isoforms.quantification.txt	TCGA-BRCA	13ea82f0-8ebb-4323-9105-4586af2861a2	BCGSC miRNA Profiling	TCGA-E2-A576		13ea82f0-8ebb-4323-9105-4586af2861a2	TCGA-E2-A576-01A-11R-A31S-13	Primary Tumor	TCGA-E2-A576-01A	155daece-cd56-4a90-9ee9-2c291c871bff	Transcriptome Profiling	f04dca9e-409b-4300-b11d-12243e5d361d
8a7e272c-39f2-42e6-b1d5-7225cf12fceb	Gene Expression Quantification		148d950b-4202-4f3f-be15-84735cd08a48.htseq.counts.gz	TCGA-BRCA	60aec852-6075-4464-a0f3-eee105cdb24f	HTSeq - Counts	TCGA-E9-A3QA		60aec852-6075-4464-a0f3-eee105cdb24f	TCGA-E9-A3QA-01A-61R-A22K-07	Primary Tumor	TCGA-E9-A3QA-01A	27e8b056-063f-4742-a591-b98fb9a948a5	Transcriptome Profiling	f3cb557d-23e4-4fd1-81ca-db1a3f56d56e
7f6ea6c0-209e-4d41-8bae-d2e5be351542	miRNA Expression Quantification		420b5b74-0f4f-43bf-ae30-082beb606642.mirbase21.mirnas.quantification.txt	TCGA-BRCA	d1725749-5d8e-406f-bfc8-f16a5bd1b495	BCGSC miRNA Profiling	TCGA-A7-A26G		d1725749-5d8e-406f-bfc8-f16a5bd1b495	TCGA-A7-A26G-01A-21R-A168-13	Primary Tumor	TCGA-A7-A26G-01A	f0cf4acd-6b09-4538-b58c-e86c623b6c71	Transcriptome Profiling	5ed024e8-d05e-4c65-9441-eda9930ccc82
e4d6ca69-4bd9-4b72-b17c-24daff3bc6af	miRNA Expression Quantification		2f08093d-169f-49f4-b2de-ddc85dfb17f1.mirbase21.mirnas.quantification.txt	TCGA-BRCA	26c5b724-1bb4-496c-bb9b-80115506cc08	BCGSC miRNA Profiling	TCGA-A8-A06Q		26c5b724-1bb4-496c-bb9b-80115506cc08	TCGA-A8-A06Q-01A-11R-A035-13	Primary Tumor	TCGA-A8-A06Q-01A	a03cd506-47aa-4333-a9a4-fa1a6815ac75	Transcriptome Profiling	281f70c5-876f-44b3-84fb-f2302f85e74c
af2ca337-a05b-476b-99e4-de8f24a3f726	miRNA Expression Quantification		07e94475-31b9-4300-b97b-778983d67a7c.mirbase21.mirnas.quantification.txt	TCGA-BRCA	4b02f53a-3dae-445e-87a4-a72c677128ed	BCGSC miRNA Profiling	TCGA-D8-A1JJ		4b02f53a-3dae-445e-87a4-a72c677128ed	TCGA-D8-A1JJ-01A-31R-A14L-13	Primary Tumor	TCGA-D8-A1JJ-01A	ae28fd1e-2445-47ad-8c01-1b47d6396694	Transcriptome Profiling	f7ab565c-83b5-4988-b9be-8a46f65dca8c
9dddaf60-64ed-4d41-a546-79e86db1101e	Gene Expression Quantification		a2233404-f380-4bd6-8770-0d4ba8998fd9.htseq.counts.gz	TCGA-BRCA	8dc57eac-45aa-4afd-8c6d-b2825b287f3d	HTSeq - Counts	TCGA-EW-A1P6		8dc57eac-45aa-4afd-8c6d-b2825b287f3d	TCGA-EW-A1P6-01A-11R-A144-07	Primary Tumor	TCGA-EW-A1P6-01A	174435cc-64d1-4d33-953c-1ada5df46ecd	Transcriptome Profiling	ee5744c0-a8dc-43f2-abdd-0b5529a3e9fb
6abe8c95-08e2-4423-a1d0-4a865056e282	Isoform Expression Quantification		3775ecb0-8a4e-41c0-bc58-c5f4d383fad3.mirbase21.isoforms.quantification.txt	TCGA-BRCA	c8326810-30c6-43e2-8116-2528a5470047	BCGSC miRNA Profiling	TCGA-AR-A1AK		c8326810-30c6-43e2-8116-2528a5470047	TCGA-AR-A1AK-01A-21R-A12O-13	Primary Tumor	TCGA-AR-A1AK-01A	fe0ddcfc-f6e9-460d-b8e6-5187ffe8eb4f	Transcriptome Profiling	94b03e1d-50ec-4680-bffd-7086d1536ff2
37cb523b-c33a-4980-9b06-6e91389ce70e	Gene Expression Quantification		b2a6c9e3-65eb-43bd-849a-5829007379ab.FPKM-UQ.txt.gz	TCGA-BRCA	a9795a96-c066-467a-9568-bf7d5a4fea95	HTSeq - FPKM-UQ	TCGA-EW-A3E8		a9795a96-c066-467a-9568-bf7d5a4fea95	TCGA-EW-A3E8-01B-11R-A24H-07	Primary Tumor	TCGA-EW-A3E8-01B	a896cc6d-91d8-4c63-b9c6-2b049e88b8b3	Transcriptome Profiling	c0b7b798-3383-4a45-a455-9eca5810739e
a2cf164c-5b26-43eb-9de9-d1d457a5de06	Gene Expression Quantification		99c7b545-c90e-407f-9086-0ef8e108f973.FPKM.txt.gz	TCGA-BRCA	7a02938c-644c-487c-b508-ffc3a6afabe0	HTSeq - FPKM	TCGA-E2-A1BC		7a02938c-644c-487c-b508-ffc3a6afabe0	TCGA-E2-A1BC-01A-11R-A12P-07	Primary Tumor	TCGA-E2-A1BC-01A	83ec5738-3a27-4100-83f2-8b30ae3b2fb7	Transcriptome Profiling	d8492ebd-3d94-4a4b-8de7-386526691cc2
a7dd55e8-23da-45b8-a972-362a8d245908	Isoform Expression Quantification		6641279f-3575-49cb-b368-39cb41f51da7.mirbase21.isoforms.quantification.txt	TCGA-BRCA	6b9fd8c9-b035-44df-a92f-7184d6cc5ee1	BCGSC miRNA Profiling	TCGA-D8-A1XM		6b9fd8c9-b035-44df-a92f-7184d6cc5ee1	TCGA-D8-A1XM-01A-21R-A14L-13	Primary Tumor	TCGA-D8-A1XM-01A	086eac10-6ea8-4cc4-a6e5-91f051e50c54	Transcriptome Profiling	92529232-8504-4541-b7e2-4df8f497c413
ef84a69f-37bc-46fa-98ac-b3976212e11d	Gene Expression Quantification		57b2e9d8-ddae-4457-9959-0d911288e8dc.htseq.counts.gz	TCGA-BRCA	bc68952d-15cd-4f60-a425-b795ca5a9de8	HTSeq - Counts	TCGA-E9-A1ND		bc68952d-15cd-4f60-a425-b795ca5a9de8	TCGA-E9-A1ND-11A-43R-A144-07	Solid Tissue Normal	TCGA-E9-A1ND-11A	41615c91-a592-40ed-8bc1-3dda5f2c8625	Transcriptome Profiling	f06f09f3-8133-4a92-ac86-fbe64295e0d8
00683b30-d386-48a8-ad29-4f4698864c66	Gene Expression Quantification		6577de41-48a3-4933-94de-64553f13bf05.FPKM-UQ.txt.gz	TCGA-BRCA	3da1177d-28de-4772-a55d-8ee3de8abbbc	HTSeq - FPKM-UQ	TCGA-A7-A26J		3da1177d-28de-4772-a55d-8ee3de8abbbc	TCGA-A7-A26J-01A-11R-A277-07	Primary Tumor	TCGA-A7-A26J-01A	31a140ce-bcb7-46b4-8105-626c9db1e183	Transcriptome Profiling	6cb6f179-defd-4661-af0a-c353b74c0c49
9857acef-08eb-43d6-b086-4b513e23753a	Gene Expression Quantification		42d4f4c7-690c-4c0d-a2e8-ad3aef6f7776.htseq.counts.gz	TCGA-BRCA	0b7bf433-15e4-4081-82b0-a987515a5534	HTSeq - Counts	TCGA-B6-A0IB		0b7bf433-15e4-4081-82b0-a987515a5534	TCGA-B6-A0IB-01A-11R-A034-07	Primary Tumor	TCGA-B6-A0IB-01A	e405d22f-86a6-4141-ae74-7098d0fdedfd	Transcriptome Profiling	157ec9e0-ca6e-4da1-9233-f976cf0db433
b5c8962b-15d5-45ba-9a5a-a75dfacbaad9	Gene Expression Quantification		a3b9677e-a154-41f1-857c-4cd5244b77c3.htseq.counts.gz	TCGA-BRCA	ca628427-168b-4091-bee5-ae54ac79108a	HTSeq - Counts	TCGA-BH-A1EX		ca628427-168b-4091-bee5-ae54ac79108a	TCGA-BH-A1EX-01A-11R-A13Q-07	Primary Tumor	TCGA-BH-A1EX-01A	f713031b-b8ee-4195-91b1-ac9cf63d76a4	Transcriptome Profiling	7b892055-c59d-4550-8688-ad039790af3d
2f315234-dee1-4f36-b7dc-72280c219a1c	Gene Expression Quantification		c0ad23b6-ecc7-4756-a37e-bf3439b4cc3d.htseq.counts.gz	TCGA-BRCA	0d55671b-57eb-4597-9206-021669d609bd	HTSeq - Counts	TCGA-E9-A227		0d55671b-57eb-4597-9206-021669d609bd	TCGA-E9-A227-01A-11R-A157-07	Primary Tumor	TCGA-E9-A227-01A	409b906a-5e2c-4ce6-bc85-20a59fa383f4	Transcriptome Profiling	89a8da07-4487-47c6-8d3c-442a87e4f632
cb5b8c65-092c-40e2-880e-136c96a5e1b2	Isoform Expression Quantification		0a504a88-b366-4f5f-a32e-4a71a969d1d9.mirbase21.isoforms.quantification.txt	TCGA-BRCA	48ca094b-61f5-498a-8669-631863d3203a	BCGSC miRNA Profiling	TCGA-BH-A6R8		48ca094b-61f5-498a-8669-631863d3203a	TCGA-BH-A6R8-01A-21R-A33A-13	Primary Tumor	TCGA-BH-A6R8-01A	2895fe68-6ad0-4e50-af50-cec91436ddd9	Transcriptome Profiling	91b09291-5944-4691-a0d8-7d1ccc649b9b
110ff0b8-51a3-40bb-8d27-62d3944bacc4	Isoform Expression Quantification		3ff3b42a-c209-46dd-b456-8fe1fed28810.mirbase21.isoforms.quantification.txt	TCGA-BRCA	e596afeb-2ee3-47e5-b2eb-0ec5238bdf6f	BCGSC miRNA Profiling	TCGA-AO-A129		e596afeb-2ee3-47e5-b2eb-0ec5238bdf6f	TCGA-AO-A129-01A-21R-A10I-13	Primary Tumor	TCGA-AO-A129-01A	fe3921db-1691-432f-b7fa-703ae8d7bfd2	Transcriptome Profiling	c70ee5e1-4703-4996-bb5c-f4cca0fb53ba
ea037776-3759-425c-a7f4-35e8a5571025	Gene Expression Quantification		c1a570df-7a5f-44a1-9569-8a7eecb651d0.htseq.counts.gz	TCGA-BRCA	f6ee2f6f-4432-472e-a450-0350a4061bd4	HTSeq - Counts	TCGA-BH-A1FG		f6ee2f6f-4432-472e-a450-0350a4061bd4	TCGA-BH-A1FG-11B-12R-A13Q-07	Solid Tissue Normal	TCGA-BH-A1FG-11B	86fa46b0-7118-49e9-a693-c44f46b86e55	Transcriptome Profiling	d4e7426c-9739-4585-9114-e564b13c7c02
452bf9da-c065-4d95-8272-adce3684a9e9	Gene Expression Quantification		f1afa28b-fac9-4e2e-b447-36097ef45a0b.htseq.counts.gz	TCGA-BRCA	61da654b-3099-4fe2-988b-a7e017acd4d1	HTSeq - Counts	TCGA-BH-A0BV		61da654b-3099-4fe2-988b-a7e017acd4d1	TCGA-BH-A0BV-11A-31R-A089-07	Solid Tissue Normal	TCGA-BH-A0BV-11A	21b88cba-4c07-4a15-9794-a981d2875415	Transcriptome Profiling	87f03d04-e651-4a6e-aea6-1c946aa46202
32bd6ddb-525d-426f-9c98-4906162ad5cb	miRNA Expression Quantification		f65f20f4-3b22-4525-93f5-9149db700e84.mirbase21.mirnas.quantification.txt	TCGA-BRCA	67a8abae-0012-4808-9156-eddccf6eba14	BCGSC miRNA Profiling	TCGA-A2-A0CU		67a8abae-0012-4808-9156-eddccf6eba14	TCGA-A2-A0CU-01A-12R-A035-13	Primary Tumor	TCGA-A2-A0CU-01A	df545b98-f81f-4e0d-a714-90b406f2a238	Transcriptome Profiling	332423a7-8866-4ee3-b08f-3c8d7c16af80
b1c4af00-f395-47ac-93c7-b32a293ca060	Gene Expression Quantification		23393a6a-bfbc-4dec-9ab5-e78a487a095f.FPKM-UQ.txt.gz	TCGA-BRCA	3a7e1142-97bf-4dbe-aaa4-427e0feaf244	HTSeq - FPKM-UQ	TCGA-EW-A1J5		3a7e1142-97bf-4dbe-aaa4-427e0feaf244	TCGA-EW-A1J5-01A-11R-A13Q-07	Primary Tumor	TCGA-EW-A1J5-01A	bf42e8ce-cd3e-46c8-92f9-ea5cda443a6f	Transcriptome Profiling	5d8ed961-a012-4b6b-bffb-9468d3953646
7c7bcdd5-8b5c-4c1a-b1df-9eca4cd0b3b7	Isoform Expression Quantification		732f95b4-361a-4b45-8b2a-ff56ccb24912.mirbase21.isoforms.quantification.txt	TCGA-BRCA	27d079db-d662-4d7a-8d4d-49aae2529615	BCGSC miRNA Profiling	TCGA-GM-A2DL		27d079db-d662-4d7a-8d4d-49aae2529615	TCGA-GM-A2DL-01A-11R-A18L-13	Primary Tumor	TCGA-GM-A2DL-01A	d6e981ee-1afc-4f84-a3be-e87e0d1460cd	Transcriptome Profiling	a76774fe-7298-4d68-a2b2-c1bad93f0c31
204a78d9-67aa-4e49-b285-bbb25c6ed142	Gene Expression Quantification		e30e547e-eeff-4a1f-829b-b6ec9e79f02a.FPKM-UQ.txt.gz	TCGA-BRCA	5a980634-a1b9-4307-b1d9-20b68fbac7ed	HTSeq - FPKM-UQ	TCGA-AO-A1KQ		5a980634-a1b9-4307-b1d9-20b68fbac7ed	TCGA-AO-A1KQ-01A-11R-A13Q-07	Primary Tumor	TCGA-AO-A1KQ-01A	82df814f-5c83-413f-99f5-153aed79161c	Transcriptome Profiling	d2219a3f-4c55-4dee-9b08-c6f330dd1acf
0c3dbc4a-b6e1-4f05-a9cc-bad181d3f345	Isoform Expression Quantification		a7ec890f-7da5-48cb-9d06-4e637f0441bf.mirbase21.isoforms.quantification.txt	TCGA-BRCA	c8381eaf-30c5-42bf-a3aa-aefcee0f274f	BCGSC miRNA Profiling	TCGA-E2-A1L8		c8381eaf-30c5-42bf-a3aa-aefcee0f274f	TCGA-E2-A1L8-01A-11R-A13P-13	Primary Tumor	TCGA-E2-A1L8-01A	91657171-7e5e-4a81-9201-d0b2d5806c04	Transcriptome Profiling	eebad74f-5961-4e91-b0eb-157a2f6f952b
38adc5a4-bf82-4a06-a179-e84dd42593da	Gene Expression Quantification		c758cf60-68bc-4154-9d43-44339da29889.htseq.counts.gz	TCGA-BRCA	724831d2-78fd-45f6-8c6a-1df0bf819a61	HTSeq - Counts	TCGA-PE-A5DD		724831d2-78fd-45f6-8c6a-1df0bf819a61	TCGA-PE-A5DD-01A-12R-A27Q-07	Primary Tumor	TCGA-PE-A5DD-01A	723a715f-02aa-4708-bb61-84a36792ec83	Transcriptome Profiling	b0700958-5f90-4546-b35f-635cd506889b
b14e29d2-079c-404a-91b7-c322714fad48	miRNA Expression Quantification		0415c1b2-4e47-4c97-b60d-a3acd74c6a67.mirbase21.mirnas.quantification.txt	TCGA-BRCA	6bebc3c1-48b9-4448-b20e-175fe3546b2d	BCGSC miRNA Profiling	TCGA-AR-A1AV		6bebc3c1-48b9-4448-b20e-175fe3546b2d	TCGA-AR-A1AV-01A-21R-A12O-13	Primary Tumor	TCGA-AR-A1AV-01A	bcb6b37b-62f7-40a9-bdb9-1b6479610dd6	Transcriptome Profiling	daf62b56-6dd2-4ab7-adaa-f296bb86a0a5
